Name,Date,Likes,Comments,Captions
northeastern,02/22/2019 20:33,2092,5,☀️ and ⚾️ are giving us spring fever. @gonubaseball took on the @redsox during #springtraining in Florida. #NUexperience #HowlinHuskies
northeastern,02/21/2019 16:17,2108,4,Counting down the days until spring and this ❄️➡️🌼.
northeastern,02/19/2019 20:17,2083,5,"You'll find the ""most beautiful"" building in #Boston on the #Northeastern campus. For more on this home to groundbreaking research and its sustainable design  tap the link in bio. #NUexperience #NortheasternUniversity"
northeastern,02/14/2019 22:40,771,0,Callback. A student walks past the Studio Theatre in the Curry Student Center. 
northeastern,02/12/2019 22:53,1609,11,Relive @gonumhockey’s #Beanpot victory in 60 seconds.
northeastern,02/12/2019 18:03,2650,7,Recipe for a breakfast of champions: 
northeastern,02/12/2019 13:54,2268,11,#Beanpot champions on repeat. 🏆@gonumhockey #NUexperience #beanpot2019 #howlinhuskies #collegehockey #hockeyeast #northeastern #northeasternuniversity #nuhusky #beanpotchamps
northeastern,02/12/2019 3:57,4732,30,Back-to-back.
northeastern,02/12/2019 3:22,5380,72,That’s back-to-back #Beanpot championships for @gonumhockey!
northeastern,02/12/2019 2:48,2382,27,🔊 on. We know you know the words.
northeastern,02/12/2019 1:36,2526,6,The Huskies strike first and it’s 1-0 after the first period @tdgarden. Tap the link in bio for an update. #Beanpot
northeastern,02/11/2019 23:57,1162,0,Strength in the pack. #Beanpot @gonumhockey #NUexperience
northeastern,02/08/2019 20:57,2452,5,President Aoun wishes @gonumhockey luck in its #Beanpot championship game against @bostoncollege on Monday night.
northeastern,02/06/2019 21:38,1280,3,Travel the tunnels to keep out of the cold crossing campus this winter. Tap the link in our bio for a turn-by-turn guide.
northeastern,02/05/2019 4:38,3587,16,Celebrating that overtime #Beanpot win. On to the championship! @gonumhockey #NUexperience
northeastern,02/05/2019 2:31,2083,20,Sights from the first period @tdgarden. #Beanpot @gonumhockey #NUexperience
northeastern,02/05/2019 0:54,1654,2,Getting ready for game time @tdgarden. #NUexperience #Beanpot @gonumhockey
northeastern,02/01/2019 18:07,1106,6,What is old is new again. A 15th century letterpress will teach the history of print technologies and show how they can be used today with innovations like 3D printing to create posters  postcards  and other projects. More about this ancient craft and it's future at the link in our bio.
northeastern,01/31/2019 15:09,1705,13,Will @GoNUmhockey take home another @BeanpotHockey win this year? #tbt Watch live on Facebook today at 3:30 as we preview this year’s matchup: Facebook.com/northeastern.
northeastern,01/30/2019 18:44,994,5,“Who is more of an expert in #balance than a #ballet dancer?”
northeastern,01/29/2019 21:29,1009,4,All squared away in Snell Library to do a little studying. 
northeastern,01/25/2019 22:20,1107,0,The arc of the moral universe is long  but it bends toward justice.
northeastern,01/25/2019 1:00,2588,7,Snow more. Today's warm and rainy weather turned this snowy campus scene to puddles.
northeastern,01/23/2019 16:57,1538,3,A Husky always has your back. #NUexperience #Northeastern #NortheasternUniversity
northeastern,01/22/2019 17:46,1701,5,A student heads across a frozen Centennial Common.
northeastern,01/21/2019 13:21,844,3,On #MartinLutherKingJrDay  #Northeastern students and faculty celebrate #MLK’s life and legacy with an excerpt from “Letter from a Birmingham Jail.” #MLKDay #MartinLutherKing #NortheasternUniversity
northeastern,01/19/2019 12:37,589,3,A civil rights injustice and a jury’s failure to indict. @crrjproject revisits the case of Rayfield Davis in #MurderinMobile.
northeastern,01/18/2019 16:21,1506,18,Underwater exams? That’s just how it’s done for these @nu_threeseas students. #NUexperience ・・・
northeastern,01/17/2019 19:33,5463,43,A husky ice sculpture watches over Krentzman Quad in 1996. #TBT #NUexperience
northeastern,01/16/2019 1:00,952,2,Ahead of the curve. Students study in ISEC. #NUexperience #Northeastern #NortheasternUniversity
northeastern,01/15/2019 13:57,2119,22,100 years ago  the #GreatMolassesFlood flattened an entire #Boston neighborhood when a storage tank burst in the North End. Photos are courtesy of @BostonGlobe library collection now located at #Northeastern @ClubSnell. #NUexperience
northeastern,01/15/2019 1:00,1167,5,Winter walk. The sun sets as students stroll on campus. #NUexperience #Northeastern #NortheasternUniversity
northeastern,01/13/2019 14:56,1030,2,During the #NFL season  this alumna has a busy schedule. After a full day as marketing director at @blanklabelclothing  she travels to @patriotscheerleaders practice. @kelseyzimmerer shares her passions for dance and fashion  at the link in our bio. #NUexperience #Northeastern #NortheasternUniversity
northeastern,01/11/2019 19:00,2161,7,At @northeasternseattle  one student stands out. This four-legged and wide-eyed learner is a constant companion for Dave Thurman  the new dean helping students find their way in #Seattle. The story of this #tech pioneer and his @ccicanine puppy  at the link in our bio. #NUexperience #Northeastern #NortheasternUniversity
northeastern,01/10/2019 21:39,1053,5,A student DJ spins the tunes at WNEU (now @wrbbradio) in the new Ell Student Center studio in 1965. #TBT #NUexperience
northeastern,01/08/2019 18:00,1589,1,If you step out of your comfort zone  you will find a new world  says this alumna. She followed her own advice and left Shanghai for Northeastern-Seattle. With her degree  she found a sense of home at Facebook. Her voyage to a successful software career  at the link in our bio. #NUexperience #NortheasternUniversity #Northeastern
northeastern,01/07/2019 19:30,1515,15,Something new. Something blue. Graduate student Alina Mujukian studies on the newly renovated fourth floor of Snell Library earlier today. #Northeastern #NUexperience #NortheasternUniversity
northeastern,01/05/2019 15:30,1948,13,New students sport their Husky 101 backpacks on a walk through Centennial Common. #NUexperience #NortheasternUniversity #Northeastern
northeastern,01/04/2019 14:24,1246,5,With vibrant fall foliage and wintertime buds and bark  #Northeastern is an urban oasis at any time of year. Chuck Doughty  who oversees campus landscaping  is planning to take that beauty one step further. How he's planting the seeds for arboretum accreditation  at the link in our bio. #NUexperience #northeasternuniversity
northeastern,01/03/2019 19:50,961,5,Graduate student Krishna Priya Vinodh Kumar takes a selfie in front of artist @imagine876's Sanskrit mural outside of @nugallery360.
northeastern,01/02/2019 16:55,2223,4,Last year  we celebrated proud moments  new landmarks and groundbreaking research at #Northeastern. Swipe (👉) for highlights from 2018  documented through the lenses of our award-winning photographers. #NUexperience #northeasternuniversity
northeasterncos,03/29/2019 17:15,79,0,Ben Moran traveled to Belize in May of 2017 while working on a global co-op. He was tasked with finding and collecting DNA samples from the Maya hamlet  a species of fish that lives off the coast of the Central American country. Moran says that his work in Belize began as a marine research project  but it quickly evolved into a marine conservation effort. His research revealed that the fish’s population has significantly declined in recent years. He says that he plans to petition the International Union for Conservation of Nature to declare the fish as “endangered.” Moran will continue his work as a Knight Hennessy Scholar  and plans to earn his doctorate in biology at Stanford. Congratulations Ben! First and second photos by @modoonophoto. Third and fourth photos courtesy of Ben Moran.
northeasterncos,03/27/2019 17:05,61,1,Leila Deravi has been working to investigate squid camouflage on a molecular level with an interdisciplinary team of researchers. Their work reveals a new aspect of color-changing abilities  bringing researchers closer to being able to replicate it. First photo by @glanzpiece  second and third courtesy of Stephen Senft.
northeasterncos,03/26/2019 18:06,48,0,The High School Marine Science Symposium  co-hosted by Northeastern’s Marine Science Center and the National Marine Educators Association  featured workshops and activities led by representatives of 25 ocean-oriented groups about New England. Students explored the problems of ocean acidification  plastic pollution  and sea level rise; built and tested their own plankton; and practiced using sound to find one another the way whales do. Photos by @modoonophoto
northeasterncos,03/22/2019 18:10,44,0,In the first picture  Drs. Pollastri  Ivanov  Carberry  and Karger (left to right) are celebrating the Technology Alliance Partnership between Thermo Fisher Scientific and Northeastern University  which was renewed in 2018. The alliance is an exciting initiative to Northeastern’s and Thermo Fisher’s joint contributions to advance proteomic and biomedical research. The second picture shows researchers discussing new potential avenues of research made possible by Thermo Fisher instruments.
northeasterncos,03/20/2019 17:23,38,0,Led by Ke Zhang  an associate professor of chemistry and chemical biology  postdoctoral student Dali Wang designed a polymer that can carry RNA-based drugs around the body. Photos by @modoonophoto
northeasterncos,03/18/2019 17:32,41,0,A group of theoretical physicists and network sciences at Northeastern have found a new way to tackle understanding the fundamental nature of our universe: by analyzing possible universes as a network. James Halverson and Dima Krioukov are among those working to change theoretical physics and string theory with the introduction of network science. Photos by @glanzpiece
northeasterncos,03/14/2019 19:42,54,2,Blackfin icefish have adapted to frigid sea temperatures in the strangest way: Osteoporotic skeletons brittle enough to  break and anemic blood. To investigate these unusual traits  Marine and Environmental Science Professor H. William Detrich (pictured) recently led an international collaboration to sequence their genome. The research may lead to medical breakthroughs for human medicine. Photos by @modoonophoto
northeasterncos,03/11/2019 17:41,41,0,Many cancer treatments kill tumor cells  but sometimes a tumor will respond by growing back even faster. Biology Professor Gunther Zupanc may have the reason why. Photos by @glanzpiece
northeasterncos,03/08/2019 16:41,67,1,Happy #InternationalWomensDay! Here are a few of our outstanding COS #WomeninSTEM: The first photo is of Susan Whitfield-Gabrieli  a neuroscientist who is using brain imaging to predict #schizophrenia; The second photo is of #cellbiology student Ella Brunsting  who's working at the GIGA Institute inside the Cellular and Molecular Epigenetics Laboratory in Liège  Belgium; The last photo is of Chemistry Professor Leila Deravi  who investigating squid camouflage on a #molecular level. Photos by @glanzpiece and @modoonophoto
northeasterncos,03/06/2019 17:22,38,0,In the last two decades  the world has seen a large resurgence of Pertussis  or whooping cough  making it the leading cause of death for children under a year old and among the top causes of vaccine-preventable deaths. Physics Professor Sam Scarpino  in collaboration with 50 other scientific experts  co-edited Pertussis: Epidemiology  Immunology  and Evolution. This book was built to deepen the understanding around the different implications of pertussis. Photo by @glanzpiece
northeasterncos,03/04/2019 17:06,35,0,Bivalves  like clams  mussels  and oysters  serve an important function in coastal systems: they filter the water and deliver organic matter to the sediments. The fate of this organic matter  or bivalve biodeposits (AKA poop)  is important when determining the role of bivalves in ecosystem carbon and nitrogen cycling. A recent study authored by MSC post-doctoral researcher  Annie Murphy  found that the microbiome and the decomposition rate of bivalve biodeposits differ across bivalve species. Photo from @numarsci
northeasterncos,03/01/2019 16:18,24,0,Safety Spotlight: when working in a lab  proper PPE must be worn at all times!
northeasterncos,02/26/2019 16:28,63,1,On February 12th  the Global Women's Chemistry Breakfast celebrated 100 years of #IUPAC and the international year of the periodic table!
northeasterncos,02/21/2019 21:15,54,0,In front of a packed house  Dr. Alexander Makarov (pictured) gave a lecture on the eventful history of Orbitrap mass spectrometry. #RaytheonAmphitheater #Makarov #BarnettInstitute
northeasterncos,02/20/2019 17:21,53,0,A new genus and species of shipworm has been discovered in the Philippines  thanks to work conducted by Dan Distal and Reuben Shipway of the Ocean Genome Legacy. Photos by @modoonophoto
northeasterncos,02/19/2019 16:50,53,1,With the use of small sensors placed on ballet dancers  biology Professor Dagmar Sternad is taking a deeper look at the human body's ability to balance. Her work will be crucial to finding better rehabilitation practices  as well as helping engineers build robots that can balance themselves. Photos by @glanzpiece
northeasterncos,02/15/2019 16:35,25,0,Charting the Next Pandemic explores different #pandemic scenarios and emerging health threats to understand the potential impact of available containment and prevention strategies: https://bit.ly/2GRxAHi
northeasterncos,02/14/2019 21:13,50,0,Congratulations to former COS Dean Ken Henderson on becoming the first chancellor of Northeastern! Photo by @glanzpiece
northeasterncos,02/13/2019 17:03,72,0,@TIME Magazine spoke with Biology Professor and Chair Jonathan Tilly about his research in #fertility for their feature story about experimental research that could help more families have healthy babies: https://bit.ly/2SzTNLh
northeasterncos,02/11/2019 17:14,47,0,#Northeastern Professor of #Psychology  Lisa Feldman Barrett gave one of the most popular @TEDTalks of 2018. More than 3 million viewers tuned in to find out how we have more control over our emotions than we think: https://bit.ly/2AnW5Gg
northeasterncos,02/07/2019 21:20,61,0,Congratulations to professors Albert László-Barabás  Arun Bansil  and Kim Lewis for making the “2018 Highly Cited Researchers” List! Photos by @glanzpiece
northeasterncos,02/05/2019 16:08,40,0,Did you know Northeastern's campus is home to 1 400 individual trees with 147 different species? Chuck Doughty  who oversees landscaping for the university  is working to have the campus recognized as an arboretum. Photo by @modoonophoto
northeasterncos,02/01/2019 15:03,58,0,Senior Lab Technician Francis Choi and Professor Brian Helmuth work in the intertidal zone at the @Northeastern Marine Science Center in Nahant  Massachusetts. Photo by @modoonophoto
northeasterncos,01/29/2019 19:00,37,0,#Physics Professor Mark Williams works with optical tweezers  which are laser beams that apply force to single molecules  to pull #DNA apart. This method allowed him and his lab to discover the role of High Mobility Group proteins (HMGs) in the nucleus of cells. Photo by Mary Knox Merril
northeasterncos,01/25/2019 17:44,52,1,University Distinguished Professor Kim Lewis is an expert in molecular microbiology. His lab studies persister cells  antibiotic resistant cells  and uncultured bacteria  which can not be grown in a lab setting. He specifically works to find ways to kill persister cells and discover ways to grow bacteria by cultivation in their natural habitats. Photo by @glanzpiece
northeasterngeo,03/29/2019 19:55,68,1,Study Abroad in Japan: Bridging Scholarships⠀
northeasterngeo,03/29/2019 19:22,36,0,Want to join us at GEO as a Peer Advisor  GEO Ambassador  or Student Worker? Come to Curry  room 333 next Tuesday from 4-6pm to learn more about working in our office!⠀
northeasterngeo,03/27/2019 18:46,106,2,NORTHEASTERN IS OFFERING A $2 000 SCHOLARSHIP TO ALL STUDENTS THAT STUDY AT SEMESTER IN SAN FRANCISCO IN SUMMER 1 2019! THE DEADLINE TO APPLY AND RECEIVE THIS SCHOLARSHIP IS APRIL 1ST  2019.⠀
northeasterngeo,03/25/2019 16:40,103,0,Welcome to Zanzibar! I'm Bekah  the NGO management co-op for African Impact  Africa's largest volunteer organization. ··············
northeasterngeo,03/24/2019 21:37,126,0,TAKEOVER ALERT! @damoremckim student Bekah Davis (@rad103) will be showing us life as a student on global co-op in Zanzibar  Tanzania! Follow Bekah this week to see her experience working for African Impact Foundation.⠀
northeasterngeo,03/24/2019 21:36,44,0,Each year  @capastudyabroad awards $1.5 million in study abroad scholarships  grants and affiliate benefits!⠀
northeasterngeo,03/22/2019 20:53,37,0,Application deadline to study abroad in Fall 2019 at University of Dundee is March 31st! Apply now! #NUGoesGlobal @northeasterncos @dundeeuni
northeasterngeo,03/20/2019 20:44,85,0,Hey friends  thanks for joining me on my takeover! 
northeasterngeo,03/19/2019 19:41,68,0,AFRICA/MIDDLE EAST MEET UP!
northeasterngeo,03/19/2019 19:21,42,0,#Repost @nucoopconnections ・・・
northeasterngeo,03/19/2019 14:29,57,0,Melbourne’s CBD (central business district) as seen from the Melbourne Star!
northeasterngeo,03/18/2019 12:15,79,0,Hi everyone! 
northeasterngeo,03/17/2019 19:48,70,0,TAKEOVER ALERT! @northeasterncos student Amber Payne (@fallenamber) will be showing us life as a student on global co-op in Australia! Follow Amber this Monday-Wednesday as she takes us through a day in the life of a psychology student working for a mental health non-profit!⠀⠀
northeasterngeo,03/14/2019 22:56,96,0,Thanks so much for checking out my takeover this week! I’d highly recommend a semester (or even a year!) abroad at Amsterdam University College. I’ve only been here a few months  but I have made so many great friends and memories and am really enjoying my classes. It’s a truly welcoming environment and a great community.
northeasterngeo,03/12/2019 23:08,73,0,At Amsterdam University College  each semester is broken up into two parts: a 16-week session where students usually take four classes  followed by a 4-week intensive period where students take one class (usually a language). Class sizes are limited to 25 students and meet either once a week for three hours or twice a week for an hour and a half at a time. 
northeasterngeo,03/11/2019 22:49,50,1,Hello everyone  it’s @brenna_ransden doing a takeover to welcome you to Amsterdam University College!
northeasterngeo,03/10/2019 21:21,116,0,TAKEOVER ALERT! @studentsofcssh student Brenna Ransden (@brenna_ransden) will be showing us life as a student at @amsterdamuniversitycollege in the Netherlands! Follow Brenna this Monday-Wednesday as she shows us what life is like as an international affairs student abroad!⠀⠀
northeasterngeo,03/09/2019 13:16,59,0,What a way to start a Saturday morning! This town is accessible by bus or take an hour long walk. Great for a day trip from Florence’s city center. #saturdaymorning #globalexperience
northeasterngeo,03/08/2019 20:58,28,0,Considering applying to study abroad at University of Dundee but wondering how close it is to nearby popular cities?⠀
northeasterngeo,03/08/2019 18:43,67,1,The Duomo looks so small! 🌞
northeasterngeo,03/07/2019 12:03,75,0,Thursday’s get quite busy for me  so after class I buy some groceries at the market and have a cappuccino #globalexperience #studyabroad #notacoffeeperson 
northeasterngeo,03/02/2019 13:37,138,1,Without a doubt  Lisbon is a happening place to study abroad. Each year  the beautiful capital city hosts numerous international events  including the world’s biggest music festival  Rock in Rio-Lisboa. There’s always something to do while exploring and enhancing your understanding of Portuguese society and culture. You’ll enroll in a variety of courses in both English and Portuguese  stay with a local family  volunteer  and go on exciting excursions in and around multicultural Lisbon – all with CIEE.⠀
northeasterngeo,02/28/2019 20:52,42,1,How feasible is studying abroad at University of Dundee for students who are pre-med  research-focused  or those on a 4 year or 2 year co-op plan  etc.? ⠀
northeasterngeo,02/24/2019 2:05,80,2,Cardiff University is an ambitious and innovative university with a bold and strategic vision  located in the United Kingdom in the beautiful and thriving capital city of Wales. Their world-leading research was ranked 5th amongst UK universities in the 2014 Research Excellence Framework for quality and 2nd for impact. They provide an educationally outstanding experience for their students.⠀
northeasterngeo,02/23/2019 0:08,53,0,Why is University of Dundee perfect for the biological sciences/biomedicine students? We'll give you three reasons! ⠀
northeasterngeo,02/21/2019 18:23,88,1,The sun sets over another beautiful day studying in Segovia  Spain...
northeasterngeo,02/20/2019 21:33,101,1,Tuning in from IE University here in Segovia  Spain! Beyond the Cathedral of Segovia you can see the ‘Mujer Muerta ’ a mountain range that looks like a sleeping woman. Follow my account @k8lyn.queen for more adventures in Segovia and abroad!
northeasterngeo,02/18/2019 0:39,129,3,TAKEOVER ALERT! @northeasterncamd student Katelyn Keen (@k8lyn.queen) will be kicking off the second takeover of the semester live from @ieuniversity in Segovia  Spain! Follow Katelyn this Wednesday-Friday as she shows us what life is like as an architecture student abroad.⠀
northeasterngeo,02/16/2019 14:07,115,1,Situated on the southern coast of Africa  Cape Town is a vibrant multicultural city that offers a rich selection of activities for study abroad students. By choosing to study abroad in Cape Town with CIEE  you’ll experience all the city has to offer—water sports  mountaineering  landmarks such as Table Mountain and Cape Point  restaurants  and more—while studying at one of Africa’s leading research universities. NU students have the option to choose between the traditional arts and sciences  or the service learning program. CIEE also offers exciting excursions and rewarding volunteer opportunities. This program affords you the opportunity to be fully immersed in South Africa’s unique culture that is diverse  rich in history  and inspired in many ways by the breathtaking natural landscape of the country.⠀
northeasterngeo,02/15/2019 17:04,67,0,🎉 NEW PROGRAM ALERT! 🎉 Join Northeastern’s newest program in the Life Sciences  based at the University of Dundee -- No. 1 in the UK and 26th in the world for research impact. Join a cohort of fellow NU Biology  Cell and Molecular Biology  Behavioral Neuroscience  and Biochemistry students as you take expanded course offerings in bioinformatics  cell culture  and techniques in biomedicine. Fulfill laboratory and research credit in Dundee’s world-renowned labs. Courses will map to required courses and elective courses in each major. This is a unique opportunity to engage in hands-on research at one of the UK’s emerging centers for biomedical research. @northeasterncos #NUGoesGlobal @dundeeuni #lifesciences #biology #neuroscience #biochemistry Interested? Contact Jeff Sullivan  GEO Advisor at je.sullivan@Northeastern.edu
northeasterngeo,02/13/2019 13:42,156,525,🎉 GIVEAWAY  ALERT 🎉⠀
northeasterngeo,02/12/2019 14:24,31,0,Our Global Programs Showcase is next Tuesday  February 19th! Stop by the McCleod Suites from 6-8pm to learn about all the study abroad opportunities GEO has to offer!⠀
northeasterngeo,02/12/2019 0:52,51,0,We had a great time visiting the Foundling Museum last week as part of our Cultures of London class here at the New College of the Humanities. While learning about the history of the first home for at-risk children in Britain  we also saw some beautiful artwork collected from as far back as the 18th century. And then after  we stepped out right in the middle of golden hour. Looking forward to our next excursion Wednesday to the National Portrait Gallery! @nchlondon @ninorcmas
northeasterngeo,02/11/2019 21:32,36,0,Tune in for our first study abroad takeover of the semester! Follow CSSH student  Sam Cronin as he gives us a window into the new exchange program at the New College of the Humanities in London @nchlondon 
northeasterngeo,02/10/2019 16:03,52,0,UDLAP is located in the heart of Mexico  in one of the most historic cities of Latin America: Cholula. This 2 500-year-old sacred city is famous for the landmark Great Pyramid of Cholula. It combines the modern and traditional aspects of Mexico  attracting tourists from all over the world year-round. Did you know Cholula's Great Pyramid is considered the largest man-made pyramid by volume in the world?⠀
northeasterngeo,02/05/2019 0:16,75,0,Hi everyone! My name is Beth and I’m an exchange student from @unibirmingham in the UK. This is my second semester here at @northeastern and I’ve been taking one second a day videos (when I remember!) So  here is what my December in Boston  Nashville  New Orleans and the UK looked like! 
northeasterngeo,01/23/2019 18:05,91,2,Welcome back global citizens! Come re-integrate into Northeastern and Boston on February 5th - we'll be in the Curry Ballroom from 6-8pm. Don’t forget to RSVP from your email invite. See you there!⠀
northeasterngeo,01/23/2019 1:36,123,1,It may be below freezing in #Boston  but our #NUexchange students are braving the cold to #iceskate at the Frog Pond! #nuexchange #studyabroad #northeasternuniversity #winter #explore #adventure @bostoncommon
northeasterngeo,01/21/2019 15:55,53,0,Happy MLK Day to all! What leaps of faith will you take this year? #MLKDay #NUGoesGlobal #StudyAbroad #HowlinHuskies #Northeastern
northeasterngeo,01/20/2019 20:54,62,1,Did you know that 70% of all @cisabroad students receive scholarships or grants to study abroad?⠀
northeasterngeo,01/20/2019 17:12,49,3,TOMORROW! Tune into our Instagram Story on January 21 - 23rd to check out some incredible takeovers by our International Partners! #NUGoesGlobal ⠀
northeasterngeo,01/19/2019 16:29,83,2,CIS AT MAHIDOL UNIVERSITY - On a Semester Abroad in Thailand  you'll live and study at Thailand's top-ranked university in Salaya  with quick access to Bangkok  known as the heart of Indochina.⠀
northeasterngeo,01/15/2019 18:58,141,2,Our Global Quest students are loving their semester in Sydney!!! .
northeasterngeo,01/15/2019 16:35,33,0,Tune into our Instagram Story on January 21 - 23rd to check out some incredible takeovers by our International Partners! ⠀
northeasterngeo,01/08/2019 16:34,91,0,Raise your hand if you:⠀
northeasterngeo,01/07/2019 15:21,67,2,#Repost @ucdquinnschool ・・・
northeasternpd,03/23/2019 0:52,82,0,‪We’re w/ hundreds of #huskies at Matthews Arena #upallnightforthefight . Come to our #jailnbail $5 to jail/$5 to bail. All $ to @neurelayforlife
northeasternpd,03/21/2019 17:59,61,0,Go @gonumbasketball !
northeasternpd,03/21/2019 17:31,13,0,We're so psyched to be a part of this Sunday's event @ Cabot Gym's Cage! Please consider attending. Check out... strikeforvanessa.org  the Vannessa T. Marcotte Foundation  World renowned #selfdefense instructor Avital Zeisler  creator of the Soteria Method. #avitalzeisler #soteriamethod
northeasternpd,03/21/2019 15:21,17,0,Last week 2 NUPD ofc.s vol'd as staff leads on @northeastern_asb 's #alternativespringbreak. One was Ofc. Rachel Jolliffe who worked @ Capital Area Therapeutic Riding Association  an all-vol org providing therapeutic horseback riding to people w/ disabilities. She & other #husky Vols helped w/ maintaining stalls  feeding & caring for the horses & other service animals  restocking hay  & cleaning troughs  and more!
northeasternpd,03/20/2019 20:01,189,2,So proud of our newest NUPD Police Officer Brenda Zirpolo! Graduated from the MBTA Transit Police Academy 42nd MPOC this AM at Fanuel Hall. Months of hard work  dedication  & commitment.
northeasternpd,03/19/2019 19:12,39,0,Can't say enough good things about all of our friends at @nu_hrl - in particular the Resident Assistants. Please know #RAs that we and so many others appreciate the important work you do!
northeasternpd,03/19/2019 16:27,25,2,Our annual Jail N Bail is a popular & fun way to raise $ at #relayforlife  a worthy cause. It's $5 to jail 'em & $5 to bail 'em. We def could use additional jailers & bailers this Friday night! 100% of $ taken in goes to @neurelayforlife
northeasternpd,03/15/2019 19:30,49,0,Should've taken more pics at this AM's #swcorridorconnections  we know  but we were too busy! Chatted w/ so many pedestrians & cyclists. Played tunes from speakers in the Polaris  all-the-while served up tons of free coffee & hot chocolate. Thanks for stopping by #boston!
northeasternpd,03/15/2019 18:19,27,0,"Last week 2 NUPD ofc.s volunteered as staff member leads on @northeastern_asb #alternativespringbreak. One was Ofc. Anika Crutchfield who worked at ""Plenitud "" research ctr in Las Marias  Puerto Rico - farm devoted to organic agriculture & practices. She & #husky vols lived/learned permaculture  sustainable agriculture  urban food prod.  storm-water mgmt  bio-construction  composting  & more!"
northeasternpd,03/15/2019 9:10,39,1,. #bostoncyclists! #freecoffee & #freehotchocolate this AM! Take a pause from the pedals @ our #swcorridorconnections onnections tent next to International Village by Ruggles T  7AM-9AM. We’d love to meet-n-greet.
northeasternpd,03/14/2019 17:40,109,1,Sure...we get complaints. When we do  we take them and we learn from them. We also get compliments and when we do  we take them and we learn from them too. Thanks for taking the time Caitlyn. Atta boy Sweeney.
northeasternpd,03/14/2019 15:32,39,3,"During a check of Matthews yesterday afternoon  Ofc. Monaco met up w/ Facilities' Maria Garlaza who invited him to join her & fellow staff for a brief ""St. Patrick's Day"" themed skate break on arena ice. ""Cool""...see what we did there?"
northeasternpd,03/13/2019 15:45,16,3,"Got some feedback over Spring Break but  now that folks are back  we'll try this again. If you haven't done so already  please let us know what time frames would work best for YOU in order to attend an hour long training session during the school/work week. Answer ""A "" ""B "" ""C "" or ""D."" You're also welcome to provide additional feedback to Sgt. Farrell at j.farrell@northeastern.edu"
northeasternpd,03/13/2019 14:38,21,0,. #Cyclists & #pedestrians...mark your calendars for Friday (15th). We'll be next to our International Village  7AM - 9AM  serving up #free #coffee & #hotchocolate. We'd love to connect w/ YOU so please stop by if you've got a few minutes. #swcorridorconnections
northeasternpd,03/13/2019 13:11,123,0,Way to go @gonuwhockey! #backtoback
northeasternpd,03/13/2019 13:01,47,0,Congrats @gonumbasketball...going to the show! #caachamps2019
northeasternpd,03/06/2019 20:29,26,6,We'd appreciate your feedback. Trying to set up one-hour blocks of instruction on weekdays that would be scheduled at times beneficial for most. Type A  B  C  or D in comments section. You're welcome to contact Sgt. Farrell at (617) 373-5402 or j.farrell@northeastern.edu
northeasternpd,03/05/2019 15:15,26,3,Protect your bike from the harsh weather conditions by storing it! Make sure to visit http://bit.ly/bikerackmap to locate all the bike racks and covered storage areas on campus!
northeasternpd,03/05/2019 14:56,208,1,"Patrol officers saw a beautiful  urban ""Winter Wonderland"" yesterday on the Boston campus. We're lucky to experience four distinctly terrific seasons here in New England!"
northeasternpd,03/04/2019 16:54,261,2,A big #nupdshoutout to the #northeasternsnowteam in Boston! Here’s a few of them this AM @ the steps of Berakis & West Village E. Thanks so much!
northeasternpd,03/04/2019 2:15,19,0,None
northeasternpd,03/04/2019 1:49,32,0,None
northeasternpd,03/03/2019 21:50,39,0,None
northeasternpd,03/03/2019 18:33,83,0,Not many of these around anymore! Sgt. Corbett sent in these pics of an old Detex watchclock box he came across why patrolling Mugar Hall  one of the older academic buildings on our Boston campus. No longer used but once was the “high tech” way to do building checks. Security guards  as part of their regular patrols  would use a special punch key in the mechanical clock systems inside of it. That action punched a number to a strip of paper inside with the time pre-printed on it and that’s how you knew when the building was last checked  in the event that later someone discovered a problem inside of that building. Cool! Thanks Joe.
northeasternpd,03/02/2019 18:43,106,3,Like you  NUPD ofc.s have charitable causes close to our hearts. Today Ofc. Mark Washington (foreground) participated in the “Heart Run & Walk” in Utica  NY (www2.heart.org) w/ good friend Paul Maneen & his family. Paul’s dad John died some time ago from heart disease & #teammaneen has been walking in John’s honor  to raise money & awareness  for 12 yrs now! Among the many seen here: Mrs. Linda Maneen & sons Paul  John & Mike.
northeasternpd,03/01/2019 21:07,73,2,If you went south for Spring Break...good timing! For those of us still around...make plans because the snow's coming.
northeasternpd,03/01/2019 20:03,42,3,Enjoy #springbreak2019. This from Commissioner Gross.
northeasternpd,03/01/2019 17:41,95,0,It's #springbreak2019! Fitzy says to #havefun but #smahtenuphuskies  #beprepared  #haveaplan  & #takecareofeachother
northeasternpd,02/28/2019 20:56,54,0,#CoffeeAndTeaWithNUPD! It was a great time today... as always!
northeasternpd,02/28/2019 14:01,12,0,Check out these safety tips from our friends @fema! Always make sure you are practicing safe Electrical handling to prevent any fires or other emergencies. Take care Huskies!
northeasternpd,02/27/2019 20:19,64,3,Several of us proud to be @jdoaai today for a wonderful ceremony. Our own Ofc. Crutchfield recognized for her outstanding contributions! Congrats to her  other recipients  & our thx to the Institute for its positive impact on #northeastern & local #boston community for decades!
northeasternpd,02/27/2019 15:01,36,0,Come join us tomorrow at @nu_ccrossroads for free coffee and hot chocolate! Get your day started right #CoffeeAndTeaWithNUPD
